text,target
is tinker seriously laning?,0
hey,0
hey,0
wheres sniper,0
he was honestly your best player,0
so just wait,0
we're not entirely sure,0
we are playing 15 minute game for 30 mins already,0
COMMEND,0
BROKE ITEMS,0
TECHIES <3,0
AM <3,0
techies,0
i want to lose cuz I am noob,0
reason?,0
ty the game,0
yeah sadly not my acc,0
the ks is real,0
its alright,0
that i can def,0
win game,0
are u wanna play with that lich..??,0
make it a sufferig for this shit LC,0
WE COO,0
come back,0
so it's not comeback :'(,0
sorry for him,0
commend carry ,0
ask support,0
another ez :),0
a sf),0
Why hate me(,0
that how you doit,0
would be embarriising otherwise,0
now pause for us thx,0
we dont care,0
lobby ?,0
ME ACHAMo,0
hes offline,0
This patch isn't 1v1,0
thats how u wana play ?,0
you unpaused to get the momentum to push,0
thats how u win,0
how many time?,0
rly mate?,0
why in my team?,0
what is your guys deal,0
whys everyone so angry,0
'i love france where is the surrender button',0
reported team,0
worts shakles,0
a che on,0
i'm about to beat his ass and yours,0
report him,0
and treant,0
fast hand meepo,0
scary meppo,0
who 1x1? [near Rosh],0
go finish?,0
WHY NOT?,0
cos i know you really wanna ride on me,0
why,0
WE LOSE,0
WD C,0
not sand king or witch doctor or sven,0
EZ INVOKER,0
THE AEGIS,0
free ward lol,0
how too day chung no choi dien tu,0
pauded plss,0
paused plss,0
CAN WE COMMEND PLS ? ,0
AFK BASE ,0
push top,0
SK 1 ulty for 46 min,0
why need to kill,0
comend shadow fiend,0
and?,0
somehow?,0
not both anyway,0
midlaner who is lowest lvl,0
on the team,0
not so match 32,0
idc about next game,0
i'm a dick for playing better now?,0
that what it comes down to,0
ofc ,0
fight,0
he tilted,0
he wasnt afk,0
ITS NOT OK,0
I can win you,0
he wont be back,0
you fought well,0
u would ahve won this with underlord,0
Report him,0
prollly not,0
he coming?,0
"thx legion, for staying",0
sorry guys,0
ur about to waste,0
atleast,0
SNIPER COME TO OUR TM,0
from radi,0
Ea,0
sorry ,0
you walked right by me lol,0
welcome to dota,0
im free hit,0
i give treat if you shut up,0
sssshhhh,0
no bone i want steak,0
that is how it is supposed to go,0
"IZI TU HE4R,MANA",0
score says 3,0
focus all on me =(,0
i buy courier,0
nice counter pick,0
they just lost their lane,0
JUMP INTO ASTRAL,0
it took my shaman 12 min to ward my lane,0
and nyx,0
TOP bounty RUNE,0
we not have 5 hero,0
I will block.,0
we win game if slark and zeuz stoped farm,0
report sniper please,0
please,0
ez storm baited lol,0
why ur team ded,0
becouse you all have no skill heros,0
cool,0
got your base,0
ward in the worlf,0
sleep is for the weak,0
RAGE PLAYER,0
hater,0
stop warding my jungle,0
is your first win?,0
prob win next two as well,0
Please,0
this monky is very angry,0
bf death,0
second try lucky,0
cm said shut up,0
cm what are you r point,0
these russians,0
rofl,0
onmi has two boots,0
its me pk,0
my name is also joshua,0
its more of a drow,0
storms way worse mann,0
for teammate,0
break ur items and run down mid for repentance,0
my lion is mexican,0
please,0
is hurtying my brain,0
he went bracer salve,0
we are outdrafted it seems,0
righht click,0
this was a fun game,0
solid preformance in mid,0
this is where the fun begins,0
youll see what i mean,0
roflk,0
hey puck,0
how much real mmr,0
our first pick,0
end it faster ty Xd,0
want carry mid and everything,0
why the creep did that,0
why,0
in my team,0
report clock,0
u got undying counterpick,0
i was 1st in queue,0
331 gpm then pick invo,0
thank ,0
how can he report?,0
GG wp commend me ,0
got it cm,0
space crated xD,0
goodluck have pandesal,0
pls no speaking hyeroglyphs :-),0
learn england,0
and RIP english ! ,0
dusa is still afk at top,0
U paly better than him,0
report troll ty,0
worth,0
at least u have a stun,0
which carry will win?,0
lost in 3 seconds,0
wont win wout my team,0
happy new year guys^_^,0
this one is in the bag,0
we already there,0
ty for game all,0
report clinks,0
cool,0
to connect,0
WE ARE ALL BROTHERS ON THIS AMAZING PLANET,0
"report my theam,",0
what happen sofa,0
and he picks,0
for this pa,0
why is pa good vs tinker fp?,0
would like to know also,0
low priority gank,0
ill feed.,0
axe 3 stouts shield,0
COEMND,0
what kind of logic u having here,0
follow me,0
Sf  ?,0
reported,0
who will report mk i ll commend him ty,0
don thehonor to die by creeps,0
Report monkey,0
easy,0
please tell me who will report this monkey and lina ?,0
Report monkey,0
how u get out? lol,0
report doom and furion,0
they are dea,0
what to do with 300 ping,0
areyou high qop,0
ofc yes,0
rofl,0
whoops,0
fin?,0
rly?,0
he is at the trees on bottom tw ,0
wp pudge,0
archon 3 pick carry mid,0
wp tidew ,0
and il transfer,0
CooL,0
since when,0
Pts poluchat,0
is that a utility sf or what,0
void is funny xd,0
ur mom die or what,0
Go play coree,0
sorry bro,0
reprot elgion and pahotm plis ,0
thanks for sapping ur puck's exp and farm,0
ill teach you hehe,0
him go to school,0
Good Game Well Played :gg:,0
5 minutes waited lifestelare to go jungle,0
"i mark bototm, lifestealer comes",0
"i go lane, they all follow me",0
team all hits from behind,0
did you just give me a health pot,0
fi,0
I JUST dont know how you are SO good!!!,0
why always me,0
look at this,0
HE RUPTURED PUDGE,0
only crit,0
he is so good,0
thello,0
happy new year,0
no tt please2,0
i think dc,0
are you playing from antartica? that internet is awesome,0
TALK TO YOUR FRIENDS AT THE TOP,0
THEN STILL  ITS STILL A GAME,0
3 is right next to 4,0
i want go to shop,0
bad for health,0
u think u can beat me>?,0
MEDUSA ESOS ITEMS,0
whatup?,0
go strainght mid,0
finally,0
its wasting of time,0
just go together bot ,0
end now ,0
bots ? ,0
divine and cant play viper classic,0
wasting,0
why not end?,0
es dream want comeback,0
Sven dont know how to stun well ,0
says 18 deaths,0
pls report es thanks,0
ss full health,0
his back,0
report rubbick,0
qeen high rasum),0
who is chasing me,0
which,0
there,0
i don;t know how you are winning,0
getting carried by this jug,0
tell that,0
we are playing 6 vs 3 and half,0
GGWP COMMEND,0
thanks a lot for stealing my last pick jeff,0
why do u pick su as heros,0
Stop defending then,0
rubick ur annoying,0
rubick is reportd :D,0
why would i then:),0
u really need to grow up mate,0
nah rather you have,0
that cant find th mute button,0
that think they are good,0
are the saddest,0
wasting effort for this team,0
free money?,0
i dont think hes coming,0
this mk,0
see my team farming ,0
im playing for fun :),0
i wonder why qop wants me badly?,0
u wasted to much money on wards,0
to much wasting ur money,0
COMMEND ME PLEASE,0
report fiery fire,0
COMEND ,0
so leave pls now,0
that was omni dibil,0
that`s becouse of it,0
i dont wanna play anymore,0
ty brah,0
on crocaine,0
your racks SAXE,0
IM FREEE,0
report terror pls,0
report him pls,0
timber u are so trash mate,0
he was from start in dota,0
what,0
WE GOT ONE OF THEM BOYZ,0
try me,0
captain bad picks,0
thanks wd,0
easy ,0
i got all the last hit on the bottom ,0
mewanhile your sf cary your team,0
ILL REPORT THIIS UNDYING TO GABEN,0
they didnt pause,0
the logic is ,0
so that he can be lowprio,0
reported,0
all report ck,0
doesnt hit the tower xD,0
THEN SENDS ILLU FIRST,0
this is my core,0
so enjoy free win,0
cz no one want on front,0
win against me,0
literally do nothing,0
u acnt road to divine like that man,0
I will defeat you',0
end fast for you to win,0
for deaths,0
wp team,0
u won this,0
mirana was the problem,0
Wastin,0
why ?,0
"he pause for us, so we respect him",0
ff not rr,0
he is reconnecting,0
press alt + f4 for  win,0
on going,0
Ñumback is real,0
or not,0
what is,0
plz report this invo guys,0
nice try rico,0
dont understand your domestic helper language,0
hey,0
that was so,0
rush b eco,0
hey,0
CANCER,0
thanks,0
clearly,0
sk last hit my creeps,0
o thanks,0
report team,0
he speaks now?? ,0
honestly surious,0
you barely missed 40% of them,0
he is not coming!!,0
this is too long,0
bye low,0
What language is that,0
commend rubick ,0
he leave the lane and go bot,0
that is yo,0
first time win rubick?,0
chaknorisom,0
AZEK PASHEL NAHU,0
THANK YOU,0
report me thk,0
bloodmother,0
tell me one thing,0
rather die to axe than storm,0
phase boots,0
stop this,0
how is it going,0
Its,0
i block him for you,0
bott,0
EZ TEAM,0
so we shound't w8?,0
hes free kill,0
PLEASE REPORT AM,0
WELL U KNOW THIS IS A GAME,0
CONRATULATIONS,0
Im reporting,0
ull make this world a better place,0
REPORT URSA,0
Good player,0
learn englis animal,0
with 1k hp,0
wasts goin on,0
in this game,0
this jugger,0
sentry',0
to think about soulring,0
witht tha,0
and you will know,0
thanks,0
how is that balanced,0
"both of the,m stay in jungle",0
this is my life,0
merry xmass,0
thanks,0
who buys them,0
why,0
he cant,0
and?,0
carry supps,0
tho u was gonna win faster,0
said the one who can't survive using snowball ,0
we learning too,0
twice who,0
JUST LIKE TT,0
WAHT HAPNED,0
my queen know tha way,0
hes lyin,0
hes pro? ,0
end no buy back,0
"i play with my brain, not like u have no brain",0
and die all the time,0
enemy you think you can win,0
comeback is real ,0
that was a bit late,0
what is this dude,0
too clever?,0
has trouble,0
so very hard,0
finished,0
stop it,0
hate me,0
why the hell do u have dust ?,0
aint gonna wait longer than that,0
shaker down ebaniy,0
what now ??,0
if this game end,0
to see what hapend,0
english rip,0
i sympathize with PA,0
why weaver ruined :(,0
hilarious sniper,0
easiest game of my life,0
roamers,0
cuz they pick ROAMERS,0
ENJOY UR WIN IM AFK,0
I HOPE U GET THIS JUGGER OR WR IN UR NEXT GAMES,0
TYPCHIAL 10 MIN GAME LOSE IF U GET PEOPLE LIKE THIS JUGGER AND WR,0
carry techies,0
for that,0
rofl,0
my boots,0
the latest trend,0
hot bot,0
he offlane,0
to my team,0
thats not balanced u knoW ,0
how many russians are on your team,0
i never understood why people are racist until now,0
i tried to blink into base but missclicked the map,0
in hitory,0
In team,0
all report sf ?,0
genuinely wish you get this intentional ruiner,0
while i got a normal human being,0
Rofl,0
u from where ?,0
where irsa,0
really,0
aunty*,0
any1 wonna feed mid for fast end?,0
hahahha towes wts,0
how long,0
i hope this keeper won this,0
this keeper carry,0
soo much trash,0
commend team 0 gank 0 ward,0
this fool,0
you move like a ranged creep ,0
thats was lvl,0
sry crashed,0
rofl,0
that usually means,0
and lose,0
or pick an actual offlane hero,0
in the same team,0
acc buYEr,0
boy suicide on  the mix,0
anyone got a cup of coffee,0
what,0
commended all,0
CK,0
thanks guys,0
REPORT THAT LEGION AND AM,0
commends fore dire for report on techies,0
plz report techies,0
3 thbnf,0
bot,0
AS FAST AS YOU CAN,0
in every single game,0
and will confuse you,0
and not helping team,0
still nice wards,0
wp tech,0
3 top,0
wp timber,0
funny team,0
Dead PA,0
bully hard carry more,0
fail top,0
maybe every time you open your solty mouth YOU LOSE,0
last picks invoker when we have 4 cores.... is suprised when we get fucked in lane....,0
you are just as salty as HE is,0
im not sure what he expects me to do at this point,0
oh sorry 1-10,0
thanks juggs for being a great carry :),0
party?,0
u know that,0
i cant tell tbh...  i only hear suka suka all game XD,0
I think you guys need more invis,0
who picks morph now?,0
thanks,0
already,0
are you herald?,0
michael jackson is dead,0
Ur cow ismad,0
winter,0
morph,0
a freaking joint,0
ty for pushing lane,0
COMEBACK!',0
we cant win,0
in the spirit of xmas,0
Dont worry cause im feeding,0
REPORT MIRANA,0
REPORT MIRANA ,0
rofl,0
"witch doctor AFK, gg",0
almost turned the fight,0
3 stack party with core,0
she missed this time,0
right here,0
We need a win ,0
why report?,0
ranked is also pub,0
ty for +25 btw,0
write pls,0
It's the best you've got.,0
tahts why i teach ,0
wait pls..sf mouse failure,0
not doing so hot guys?,0
it was,0
we can see it,0
have manay space still noob,0
CHE YL'T,0
ill throw,0
Shineee,0
im so sorry,0
pls wait,0
now its on me :D,0
why are you pausing?,0
as they say,0
easy,0
TMR ME OLVIDE,0
you have no girlfriend either i bet,0
ancient 3 is î€,0
this gyro xd,0
i hate the animation on call,0
where are you strom,0
report wd,0
ASFwtm,0
well played,0
commend sf thx,0
and this spectre predict,0
fucking reported axe,2
why axe is raping me top ,2
U useless anyways,2
WELL PLAYED SHIT CUNTS,2
CAUSE FO FUCKING HG,2
u wouldhave hit the throne u jebaited 2k,2
fuck off lol,2
FCK U,2
fuckign ancients,2
fking clock,2
retard take lycan for hard ,2
second rtard lose lane with help,2
WHAT THE ACTUAL FUCK,1
FUCK THIS PANGO,2
NOOB team,2
fucking axe retard cunt,2
lag the fuck up,2
Support my ass senpai,2
Ima out to fuck,2
2 carries to take down a fukkin support,2
who u tellin to chill nibba,2
miss me with that gay shit,2
ur a fucking cunt,2
little fairplay rusians shit,2
fuck mothers,2
this trash russian,2
Worst country of the world,2
hey dog russians,2
trash russian,2
is that dog knows only barking ?,2
Did you mother fuck a dog to born you,2
fuck dog to born ?,2
your country shame on you,2
that Russian dog,2
sad this dog ,2
a dog cant bark and no brain,2
Hey BARKKKKKKK,2
Dont kill the dog,2
go fuck yourself xD bye bye dog,2
fuck the game,2
fuck this shit nap team,2
iyot is real,2
fuck this game,2
"DOTA where everyone is a cunt, regtardless of team",2
He's autistic,2
cry bitch,2
holy shit,2
let the faggot be happy with his imba hero counter,2
what the fuck,1
u actually that fucking bad ursa?,1
what the fuck,1
hows your mom ursa?,2
she just told me about your baby sized dick,2
you are shit,2
you fucking nerd,2
"any suggest, best porn site?",2
child porn or what ?,2
or do you want gay porn,2
fuck this team,2
you fookin clown magnus,2
YOU SUCK ME COCKY,2
dickhead,2
where the fuck is snow,1
playing with noob,2
i will burn you alive,2
finger you to death,2
yes with my ultimate fingering skill,2
"sorry, was fingering your mum",2
FUCK UR REFRACT LOL,1
suck my dick idito,2
"well, were we able to do shit?",1
raport this shit OMNI,2
you dumb and blind?,1
"its pretty dumb you're complaining, you're literally doing the worst on your team and holding them back LC",1
LOL 0 SUNSTRIKES SHIT INVO,2
but fuck LC,2
gg this shit ,2
w8 2 more sex,1
ez game tryhard fucker nice viper no skill hero pick,2
spe is so fucking over farmed,1
Sex,1
pls report sd. he is a russian scim,2
fucking account buyer omni,2
gg this omni watches too much fucking slacks,2
2 piece of shit,2
just wait bitch,2
come suck my dick,2
thanks poor fagot,2
get off my dick pudge,2
morons,2
buy retard items  i cant blieve,2
"Enjoy ur loss u fuc,kijng garbage piece of shit",2
GET CANCERS ALL,2
RETARD IM LEGEND 5 IDIOT BASTARD NOOB,2
SHUT THE FUCK UP,2
sucker,2
AND BE USELESS,2
Team can feed every noob,2
fucking trash of humanity,2
Not fucking one,1
i cant believe how lowskill and stupid people can be,2
fuck this team,2
report noob team,2
fucking pieces of trash,2
Wtf are you doing,1
u had so much luck. 100% chance for that fucking skill,1
twice i get this shitty brood as  a core.,2
what sound do you think i make when i eat cum,2
F CK THIS,2
this lineup is fucking stupid,2
this fucking ursa try hard,2
np our SF is totaly autistic,2
sf is brainlet,2
pathetic AM pick in unranked,2
noobs always goes core,2
pa realy shit,2
look the shit pa,2
ez go fuck ur mather pla,2
let them def wtf,1
5 asshole move together,2
ASshole,2
Fuc k you asshole,2
stfu techies player,2
peace of shits,2
cum back??,1
asshole ,2
there is a tip for noob player like am,2
if u are some kind of retard,2
cannot even fucking finish a game already won,1
Cant believe a retard wanbts to kill instead of ending the game,2
retard my fucking team ,2
It fucked me more than you.,1
WHAT A JOE,2
dude the other team doesnt wanna hear you be a little bitch either,2
what a joke,2
how the fuck did we win that ,2
oracle win this shit solo,2
never pick my rune again bitch!,2
for that shit i will make you bleed riki,2
Void Ulti and run like a bitch? :-D,2
Fuk this game,2
WTF was that :-D,1
holy shit,1
cant fuck with oracle!,2
fuck off,1
suck my cock,2
I commend your fucking rat,1
useless lc and dark,2
i have now SB im not idiot anymore,1
lc and moph useless,2
the must noob lc ever,2
pls report my team ,2
pudge lock and this warm shit,2
we w8ed your fucking weaver,2
roberd the penix,1
ur puck braindead,2
holy wshit,1
jebaited.com ,2
fucking hell,1
tjhis shitty hero,2
he free fucking hit,1
i want report this shit,2
by selling ur mom's anus?,2
fucktard russian,2
is most retarded,2
"ca,n't you fucking wait ?",2
btw dont report my steam acc for containing nigger in it,1
tell pduge to go fuck his mamka,2
fuck it,1
report all team ty,2
holly swhit,1
wanna feel the real fuck?,1
my team sucks..,2
REPORT THIS MOTHER FUCKER,2
FUCK THIS,2
who got that shit,1
ty fro free xp noobs,2
fucking noob team,2
they no skill fear the fuck,2
gl with your next shitty game,2
carry total shit,2
atleast I dont suck dick,1
fuck this,1
every game you have to get 2 cores that are absolute cunts,2
low skill inv and usless lion,2
i think that pinoy player so fuck,2
why all go for me noobs,2
iz my team all noobs,2
fuck pit,1
ofc ur fking duel,1
blame my noob teammates,1
mos useles brood in the universe,2
when you got noob carry :D ,2
nachooks tite mo gago,2
HOY IPIS,2
u deserve to win with that tryhard lul,2
ure noob we re not just serious,2
that was dumb,1
real tired of ur dumb ass,2
doom pro (yet he still sucking),2
suck it,2
report pls my teams,2
lich if i were you id quit shit talking,2
tehy are all top meanwhile tb is farming wtf jugg u r losing,1
im really so fck up,1
all of my game is so fck up cuz this cancers,2
STARTER PACK OF INJOKER,2
dont gv up this world got thousand noob,1
fail dog with so much supp,2
brainless cunt,2
so fucking useless,2
a team of useless dogs,2
useless carry,2
totally useless,2
IM SO STRESS WITH THIS CANCERS,2
fucking idiot offlaner,2
STFU YOU ARE FUCING CUNT,2
EVERY GAME I HAVE CANCER TEAMMATES,2
fuck its my first time seeing that,1
FK U,2
thrash ES,2
off noob,2
wtf puck,1
ez troll whorelord,2
CYKA,2
puck is lc last game and this melody and fckingpassive player ,2
what an ugly set pudge,2
not as bad as what your mum said when you were born,2
ugly pudge,2
this games a fuckign joek,2
"meh, free lanes for middle and top = basura",2
shameful display,2
tard team,2
you got shit on kid,1
you're literally useless,2
shitting whole game on team,2
report necro and fucking riki,2
dumb as shit,2
report my team plz(,2
get the fuck out,1
want to rape you,2
fuck off drow,1
usuck,2
so fucking noisy but just a piece of shit,2
noisy and useless,2
Report team please ez bot,2
Report team please,2
Report team basura please,2
shitfiesta,1
wtf 1 hit,1
:D every noob with half brain play this shit,1
fuck your mom,2
fuc kfof bro,1
what an idiots,2
good fucking g,1
gengar is a shit pokemon,1
mummy issues ?,2
turn capslock of you imbecile,2
pathetic,1
fucking 5 iq ,1
i gave voker a kill and a courier snipe . and he cant do shit,2
also my luna is cancer,2
wtf with u abbadon,1
you get people that just decide to be dicks and not play teh agme,1
wtf is that,1
faccc offf,1
i ahve a party of baboons on my team,2
ur a monkey,2
who ther fuck gets bkb in LP?,1
ur carry so fcking free running around,1
trash cores,2
TARD CORES,2
fucking terrible sia,2
piece of shit,2
gonna report this family fucked dog,2
this garbage team,2
FK UI,2
idiot bs,2
what the fukc,1
morons,2
CYKA ESHE I GLLIF KAK PROZHALO,2
that is the most broken shit,1
my dad likes my butthole too much,1
HIS MOTHER CALL HIM FOR SLEEP,2
the fuck,1
willow can't admit she fucked u,1
fuck off dudes,1
merry xmas motherfuckers,2
happy new year fucktards,2
5 seconds in already bitching,1
sb dumb charge mid too,2
so lets wait motherfucker,1
is shemale reconn?,2
stupid as fuck,2
FUCKING IDIOT TEAMMATES,2
rape this invoker mid,2
reatrds ,2
dude meepo is a fucking troll,1
asshole,2
fuck that invoker build|,1
SLARK NOOB,2
fuck ur LoL hero,1
this fucking ruiner,1
Fuck off.,1
are fucking patethic,1
what the fuck is your problem with m?,1
FUCK U,2
i fuck your young mom,2
she gay and she fucked u,2
fuck off,1
ur a pussy bitch,2
useless fuck,2
hes a spoiled child that needs a dick in his ass,2
california trash,2
yes go back to the hole u came out from,2
execpt am fuck that guy,1
fucking team ,1
wtf is that,1
i earned 50k on XVG but its shit coin probbably,1
fuck this guy,2
succ me too pls,2
can u stop sucking dick sf?,2
can you suck my dick?,2
you are getting anal raped ,2
my bitch,2
space for your mom?,2
your asss,2
ass hot,2
rape sf all early game >>> sf have more items against sky,1
cuz he noob,2
i raped him,2
( random lucky  shit ),1
get countered shitters,1
what the fucl,1
shitty archons,2
tired of being stupid?,2
boosted shit,2
suck dazzle dick after game for boost?,2
sphere my ass,2
fuck your mother,2
and our teammate picking shit,2
retarded team,2
bc fuck u thats y,2
holy shit?,2
Trash players,2
this shits,2
great fucking od player,1
report this rusina,2
sTUPID ,2
this guy is pure retard,2
and this fucktard understood tha,2
check his fucking profile,1
piece of shit,2
what about tinker u pioece of shit,2
go mid mother fuckers,2
this lc gay!,2
fucking pause,1
go fuck yourself,2
I DIED BUT KILLED THE DUM CARRY WHO HAS A SURVIVAL TOOL,1
dont cry bitch i get no spins,2
sup bitch,2
get off my dick,2
wk cant talk with a big cock down his throat,2
here we come bitches,2
How the fuck does such a line up happen in a solo ranked game at 2k MMR?>,1
this idiots,2
"its ok, just report russian od and void",2
die fuck your mother,2
fuck off,1
this lion noob,2
fucking lc,1
LOOK WHAT IIDOT,2
what the fuck,1
gothbouclique make a hoe shake,1
No idea wtf is going,1
that mirana is shit also,2
dickhead,2
suck,1
farm with joker,2
assshole,1
and some more playing dick,1
to go and look at our injokers steam profile,2
Already pick first invoker and i playing my role. Picking fucking ck and go mid againist tinker what an asshole,2
this is not my fucking fault at all,1
haha cry baby voker,2
wtf is go on  ?,1
this team is s o retard,2
how about you stfu,2
how the fuck is this balance ?,1
5 now.. we have a stupid peru jungle,2
wtf back attack,1
they kept calling me a retard,1
fuck off,1
ff i wont win this for these retards,2
we will fucking report u ,2
dude u fucked up the gank,1
so dont play stupid,1
CYKI,1
retarded carries gg,2
tRASH,2
INFINITE JEBAIT,2
wombo combo my dick,2
topkeks what a clown,2
motherfuckers,2
didnt see everyone around me with ur fucking mh ?,1
tryhard cunt,2
both arsenal and liverpool are noobers team,2
and rape u,1
my piece of shit skymage,2
you re shit btw,2
 had to take a shit,1
why dont youu fucking end ?,1
hly shit,1
these guys are fucking terrible,2
hny but not to my faggot team,2
wtf ? why ?,1
fucking lucky team,1
we playing a an down from minute 5 go fuck yourselves,2
thats what i fucking thought,1
chrono me for what u fuck,2
get blnk poofed you bitches,2
its even worse for you fucks,2
fuck your moms,2
razer sf too fucking strong right now ,1
fucking hard top time,1
come here pussy,2
its next level bitch,1
now you die cunt,2
WHY THE FUCK ARE YOU THERe,1
gtfo pieces of shit,2
fucking 3k tryhards LUL,2
fucking cocksucker,2
another russian dog sf,2
5 russian shits,2
fucking russian CANCER\,2
i fucked u on the line,2
fuck that necro he sucks anyways,2
go fucking throne,1
ur diving fucking fountain,1
just get fucking throne,1
isay get mid why fucking ,1
com fucking end,1
no more  cocksucking,2
i have prepared shit in my ASS,1
YOU fuck only your mother,2
he got rape by PA,1
he got erectile dysfunction,2
fuck truth,1
CYKA,2
CYKA,2
CYKA,2
my fking dicvk,1
how many retards bot,2
3 cucks top,2
faking team,1
ur spec is an idiot,2
go fuck yourself,2
4 bastards in team ,2
how to win with this animal?,2
mother fucker am ,1
slow cock ur dad,2
cock,1
cock what?,1
still faster than ur dad's cock,2
such a noob trash talker,2
NERF THE FUCKING HERO ICEFROG,1
report this fkign players,2
win this shit,1
fucking monkey suck my dick,2
wtf is tjhios,1
whos Noobkun - Believe in SSR ,1
he is cumming back,1
report my fucking lina,2
i told him not to play fucking lia,1
idk why he cant just pick fucking viper,1
she almost fucked me up,1
fight me faggots,2
HE IS NOT CUMING BACK,1
u sucks at mid so i question it too,2
this trash tinker,2
how paly with this trash,2
fucking asshole mid more,2
jacky son of bitch,2
this tinker mom is bitch,2
so fucking awesome,1
i hope he's whole family die,2
 wtf is this shit,1
plz report bounty the cunt has blocked all our camps with sentrys ,2
this pudge so fucking stupid,2
thios pudge dogshit,2
retarded oom,2
That shit was dope,1
fuck off,1
"talent, ignore this dumb rubick",1
Sry clock but u suck :),2
i mean with shitty connections making 9 ppl wait,1
Retarded hero wk,2
just finish this shit,1
why u guys just fucking end>?,1
That ability is such bshit,1
what 3 equally shit pushes mid? :D,1
suck my big black cock,2
shut the fuck up bitch,2
haha fucking 40% cd reduction,1
wtf he back,1
Holy shit,1
this invo so fucking asshole,2
fuckign retarded lich pickers,2
WHO WILL SUCK DICK AGTER,2
FUck hiM,2
white power,1
CYKA,2
fucking lucky shit,1
